credito;Fecha_desembolso;fecha_inicio_p70;fecha_vigencia;Duracion_p70;Duracion_p10;Saldo_capital_inicial;Saldo_capital_final;dias_mora_actual;prop_recuperado;tasa_recuperacion_anual;Precio de compra;Precio_rec;Diferencia;icvs;saldo_capital;tipo_producto;valor_pago_ttl_canc;LTV;valor_garantia_final;libre_inversion_o_vehicular;marca_refi_restru;Valoracion_pd
17160;19950818,0;20171231;20240831;81;109;3696024,00;3696024,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;3696024;70;37601859;1,2880376372190280865;2869500,0000;Vehicular;;NA
20065;19970829,0;20171231;20240831;81;109;2196018,65;2196018,65;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;2196018;70;17212835;2,5241593678160918479;870000,0000;Vehicular;;NA
20067;19970407,0;20171231;20240831;81;109;9037106,00;9037106,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;9037106;70;86101572;8,5895884421632917594;1052100,0000;Vehicular;;NA
20112;19970623,0;20171231;20240831;81;109;1966987,00;1966987,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;1966987;70;26621929;7,1526773990263992076;275000,1000;Vehicular;;NA
20246;19980806,0;20171231;20240831;81;109;4368826,00;4368826,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;4368826;70;57796099;1,3238866666666671001;3300000,0000;Vehicular;;NA
22725;19991205,0;20171231;20240831;81;109;9339655,00;9339655,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;9339655;70;127796806;6,2264366666666663974;1500000,0000;Vehicular;;NA
28860;20030101,0;20171231;20240831;81;109;1025106,00;1025106,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;1025106;70;6431074;0,6834040000000000115;1500000,0000;Vehicular;;NA
31250;20030808,0;20171231;20240831;81;109;17187137,32;17187137,32;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;17187137;70;137153360;11,4580915466666706237;1500000,0000;Vehicular;;NA
31889;20031001,0;20171231;20240831;81;109;368406,91;368406,91;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;368406;70;3849081;0,3122092457627119177;1180000,0000;Vehicular;;NA
32246;20031101,0;20171231;20240831;81;109;569528,53;569528,53;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;569528;70;4782103;0,4952422000000000213;1150000,0000;Vehicular;;NA
32316;20031106,0;20171231;20240831;81;109;5887518,60;5887518,60;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;5887518;70;57582694;4,2818317090909090439;1375000,0000;Vehicular;;NA
32417;20031111,0;20171231;20240831;81;109;1454286,25;1454286,25;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;1454286;70;9510845;0,9032833850931677455;1610000,0000;Vehicular;;NA
32507;20031124,0;20171231;20240831;81;109;463365,16;463365,16;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;463365;70;20912351;0,1620157902097902058;2860000,0000;Vehicular;;NA
32595;20031128,0;20171231;20240831;81;109;970654,71;970654,71;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;970654;70;7052641;1,2133183874999999841;800000,0000;Vehicular;;NA
33810;20040216,0;20171231;20240831;81;109;2754805,34;2754805,34;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;2754805;70;22016237;3,4435066750000000724;800000,0000;Vehicular;;NA
34659;20040507,0;20171231;20240831;81;109;243665,13;243665,13;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;243665;70;7310820;0,2109654805194804972;1155000,0000;Vehicular;;NA
35224;20040628,0;20171231;20240831;81;109;3987880,67;3987880,67;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;3987880;70;31501660;0,8861957044444443987;4500000,0000;Vehicular;;NA
36833;20041125,0;20171231;20240831;81;109;515513,82;515513,82;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;515513;70;2506157;0,2577569100000000057;2000000,0000;Vehicular;;NA
38393;20050614,0;20171231;20240831;81;109;1068905,26;1068905,26;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;1068905;70;7249545;0,9543796964285714557;1120000,0000;Vehicular;;NA
41182;20060510,0;20171231;20240831;81;109;3246195,53;3246195,53;999;0,000000000000000000000000;0,000000000000000000000000;19298,88000000000;0,0000000000000000;0,000000000000000000000000;ICV360;3246195;70;14112525;2,8983888660714289820;1120000,0000;Vehicular;;61250,62418973644
41400;20060530,0;20171231;20240831;81;109;2093657,16;2093657,16;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;2093657;70;11475794;1,8693367499999999914;1120000,0000;Vehicular;;NA
41492;20060612,0;20171231;20240831;81;109;745772,24;745772,24;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;745772;70;3609993;0,1826530100416360880;4083000,0000;Vehicular;;NA
41953;20060730,0;20171231;20240831;81;109;2241202,86;2241202,86;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;2241202;70;30721160;0,3659405437178543941;6124500,0000;Vehicular;;NA
42382;20060912,0;20171231;20240831;81;109;2036302,84;2036302,84;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;2036302;70;10143260;0,3324847481427055107;6124500,0000;Vehicular;;NA
44733;20070404,0;20171231;20240831;81;109;15389584,14;15389584,14;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;15389584;70;100305529;6,0708418698224839716;2535000,0000;Vehicular;;NA
45579;20070604,0;20171231;20240831;81;109;13689992,80;13689992,80;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;13689992;70;75676052;1,5547975922771148927;8805000,0000;Vehicular;;NA
46238;20070723,0;20171231;20240831;81;109;2133094,69;2133094,69;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;2133094;70;11605630;0,3633892146507666232;5870000,0000;Vehicular;;NA
46458;20070808,0;20171231;20240831;81;109;2896497,63;2896497,63;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;2896497;70;14866723;0,2467204114139693871;11740000,0000;Vehicular;;NA
46869;20070901,0;20171231;20240831;81;109;25799809,34;25799809,34;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;25799809;70;161628742;4,8314249700374523044;5340000,0000;Vehicular;;NA
46879;20070901,0;20171231;20240831;81;109;12743826,65;12743826,65;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;12743826;70;77319606;12,6176501485148495618;1010000,0000;Vehicular;;NA
47111;20070917,0;20171231;20240831;81;109;22043747,28;22043747,28;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;22043747;70;170358259;7,4472119189189207589;2960000,0000;Vehicular;;NA
47274;20070815,0;20171231;20240831;81;109;4738710,98;4738710,98;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;4738710;70;36441193;1,6009158716216220775;2960000,0000;Vehicular;;NA
48041;20071116,0;20171231;20240831;81;109;1517892,66;1517892,66;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;1517892;70;8072150;0,8858433965567551471;1713500,0000;Vehicular;;NA
48310;20071130,0;20171231;20240831;81;109;786227,78;786227,78;999;0,000000000000000000000000;0,000000000000000000000000;21808,80000000000;0,0000000000000000;0,000000000000000000000000;ICV360;786227;70;4138114;0,2749048181818182224;2860000,0000;Vehicular;;21808,80000000000
49198;20080109,0;20171231;20240831;81;109;6700972,31;6700972,31;999;0,000000000000000000000000;0,000000000000000000000000;8204,00000000000;0,0000000000000000;0,000000000000000000000000;ICV360;6700972;70;38420341;5,4479449674796747161;1230000,0000;Vehicular;;41725,20538490244
49229;20080102,0;20171231;20240831;81;109;27098672,95;27098672,95;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;27098672;70;188756302;5,0557225652985078312;5360000,0000;Vehicular;;NA
50129;20080227,0;20171231;20240831;81;109;1098562,52;1098562,52;999;0,000000000000000000000000;0,000000000000000000000000;10574,68000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1098562;70;6398864;0,7903327482014388394;1390000,0000;Vehicular;;10574,68000000000
50574;20080319,0;20171231;20240831;81;109;11531109,39;6949458,69;999;0,397329566916891419037228;0,058145790280520692761002;68553,32000000001;3290271,5020944038406014;47,995800963314444231855305;ICV360;6949458;70;18346243;1,4067730141700409696;4940000,0000;Vehicular;;73799,24005647113
50693;20080401,0;20171231;20240831;81;109;13097656,31;13097656,31;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;13097656;70;99680076;13,7870066421052595018;950000,0000;Vehicular;;NA
50816;20080404,0;20171231;20240831;81;109;21795123,20;21795123,20;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;21795123;70;123802572;3,6234618786367409626;6015000,0000;Vehicular;;NA
50874;20080408,0;20171231;20240831;81;109;9565013,81;1178202,40;999;0,876821672879529279143185;0,128315366762857929749941;226886,12000000000;4494229,8431647242978215;19,808306665761328702046740;ICV360;1178202;70;9723593;0,2111473835125448062;5580000,0000;Vehicular;;255999,09570120182
51172;20080401,0;20171231;20240831;81;109;22032831,83;17145917,18;999;0,221801477345547309871776;0,032458752782275210324592;0,00000000000;4008636,1696359701454639;1,000000000000000000000000;ICV360;17145917;70;43309082;1,9483996795454550099;8800000,0000;Vehicular;;0,00000000000
51626;20080523,0;20171231;20240831;81;109;6988751,38;6988751,38;999;0,000000000000000000000000;0,000000000000000000000000;135149,23000000001;0,0000000000000000;0,000000000000000000000000;ICV360;6988751;70;42248308;1,6252910186046509722;4300000,0000;Vehicular;;299891,85226775071
52187;20080619,0;20171231;20240831;81;109;957738,59;957738,59;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;957738;70;4730684;0,7915194958677685966;1210000,0000;Vehicular;;NA
52561;20080709,0;20171231;20240831;81;109;16456845,70;16456845,70;999;0,000000000000000000000000;0,000000000000000000000000;23923,81000000000;0,0000000000000000;0,000000000000000000000000;ICV360;16456845;70;93689569;3,4142833402489629613;4820000,0000;Vehicular;;85185,80943871116
53051;20080723,0;20171231;20240831;81;109;21452801,73;21452801,73;999;0,000000000000000000000000;0,000000000000000000000000;26264,65000000000;0,0000000000000000;0,000000000000000000000000;ICV360;21452801;70;125728044;1,7729588206611570644;12100000,0000;Vehicular;;61189,25716680855
53508;20080822,0;20171231;20240831;81;109;16845052,25;16845052,25;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;16845052;70;136111143;3,5277596335078529322;4775000,0000;Vehicular;;NA
53777;20080901,0;20171231;20240831;81;109;2675168,06;2675168,06;999;0,000000000000000000000000;0,000000000000000000000000;11608,16000000000;0,0000000000000000;0,000000000000000000000000;ICV360;2675168;70;14864484;2,0098933583771598776;1331000,0000;Vehicular;;29106,53276523456
54006;20080604,0;20171231;20240831;81;109;3361434,39;3361434,39;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;3361434;70;20216931;2,5254954094665671427;1331000,0000;Vehicular;;NA
55021;20081030,0;20171231;20240831;81;109;13837824,80;13837824,80;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;13837824;70;109915380;7,7959576338028169218;1775000,0000;Vehicular;;NA
55254;20081119,0;20171231;20240831;81;109;3774607,45;3774607,45;999;0,000000000000000000000000;0,000000000000000000000000;122893,60000000001;0,0000000000000000;0,000000000000000000000000;ICV360;3774607;70;18947644;5,3163485211267609287;710000,0000;Vehicular;;612902,50646195770
55965;20081222,0;20171231;20240831;81;109;5085617,19;2925485,19;999;0,424753165505168561733029;0,062158999830024666555239;98204,71000000001;1521677,0263499058783054;15,494949543152317872340973;ICV360;2925485;70;8291322;0,5224080696428571313;5600000,0000;Vehicular;;104309,01655219763
56499;20090129,0;20171231;20240831;81;108;1738932,97;1738932,97;999;0,000000000000000000000000;0,000000000000000000000000;48235,44000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1738932;70;9647930;0,5334150214723928363;3260000,0000;Vehicular;;48235,44000000000
56521;20090129,0;20171231;20240831;81;108;551903,40;551903,40;999;0,000000000000000000000000;0,000000000000000000000000;17156,51000000000;0,0000000000000000;0,000000000000000000000000;ICV360;551903;70;3745121;0,0836217272727272781;6600000,0000;Vehicular;;17156,51000000000
57257;20090320,0;20171231;20240831;81;106;24267368,38;24267368,38;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;24267368;70;171345289;5,7437558295857975565;4225000,0000;Vehicular;;NA
57405;20090401,0;20171231;20240831;81;105;2943149,41;2943149,41;999;0,000000000000000000000000;0,000000000000000000000000;3402,46000000000;0,0000000000000000;0,000000000000000000000000;ICV360;2943149;70;17608524;1,5328903177083330611;1920000,0000;Vehicular;;7314,15849279242
58201;20090501,0;20171231;20240831;81;103;20665301,50;20665301,50;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;20665301;70;142760997;4,4924568478260882287;4600000,0000;Vehicular;;NA
58929;20090717,0;20171231;20240831;81;102;3747552,04;3747552,04;999;0,000000000000000000000000;0,000000000000000000000000;5447,93000000000;0,0000000000000000;0,000000000000000000000000;ICV360;3747552;70;27568939;0,6517481808695652079;5750000,0000;Vehicular;;5447,93000000000
58963;20090722,0;20171231;20240831;81;102;1499219,65;1499219,65;999;0,000000000000000000000000;0,000000000000000000000000;1733,19000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1499219;70;26502890;0,1891759810725552049;7925000,0000;Vehicular;;1733,19000000000
59021;20090722,0;20171231;20240831;81;102;714377,33;714377,33;999;0,000000000000000000000000;0,000000000000000000000000;26709,79000000000;0,0000000000000000;0,000000000000000000000000;ICV360;714377;70;4493341;0,0633594084257206175;11275000,0000;Vehicular;;26709,79000000000
59097;20090730,0;20171231;20240831;81;102;3640892,89;3640892,89;999;0,000000000000000000000000;0,000000000000000000000000;NA;0,0000000000000000;NA;ICV360;3640892;70;16667740;0,8072933237250555782;4510000,0000;Vehicular;;NA
59125;20090730,0;20171231;20240831;81;102;864693,39;864693,39;999;0,000000000000000000000000;0,000000000000000000000000;62625,80000000000;0,0000000000000000;0,000000000000000000000000;ICV360;864693;70;3224055;0,1859555677419353903;4650000,0000;Vehicular;;62625,80000000000
60395;20091022,0;20171231;20240831;81; 99;247721,12;247721,12;999;0,000000000000000000000000;0,000000000000000000000000;6445,00000000000;0,0000000000000000;0,000000000000000000000000;ICV360;247721;70;1054646;0,0284736919540229914;8700000,0000;Vehicular;;6445,00000000000
61923;20090911,0;20171231;20240831;81; 96;1493674,33;1493674,33;999;0,000000000000000000000000;0,000000000000000000000000;1075,30000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1493674;70;7229638;0,4149095361111110880;3600000,0000;Vehicular;;1075,30000000000
63081;20100319,0;20171231;20240831;81; 94;1169512,53;1169512,53;999;0,000000000000000000000000;0,000000000000000000000000;119299,34000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1169512;70;4408919;0,3303707711864405927;3540000,0000;Vehicular;;119299,34000000000
63329;20100330,0;20171231;20240831;81; 94;15298734,86;15298734,86;999;0,000000000000000000000000;0,000000000000000000000000;572003,05000000005;0,0000000000000000;0,000000000000000000000000;ICV360;15298734;70;75571788;2,4206858955696208824;6320000,0000;Vehicular;Refinanciacion;1610482,83651835355
63803;20100423,0;20171231;20240831;81; 93;9822091,96;9822091,96;999;0,000000000000000000000000;0,000000000000000000000000;57993,94000000000;0,0000000000000000;0,000000000000000000000000;ICV360;9822091;70;59501546;3,2416145082508251996;3030000,0000;Vehicular;;198989,43797097090
64475;20100528,0;20171231;20240831;81; 92;16639402,90;16639402,90;999;0,000000000000000000000000;0,000000000000000000000000;141265,48999999999;0,0000000000000000;0,000000000000000000000000;ICV360;16639402;70;100910976;2,7322500656814447950;6090000,0000;Vehicular;;430744,97324826609
64565;20100505,0;20171231;20240831;81; 92;8216077,80;8216077,80;999;0,000000000000000000000000;0,000000000000000000000000;307190,21000000002;0,0000000000000000;0,000000000000000000000000;ICV360;8216077;70;39843774;1,7206445654450259752;4775000,0000;Vehicular;;703614,08404581225
64743;20100615,0;20171231;20240831;81; 91;3023652,45;3023652,45;999;0,000000000000000000000000;0,000000000000000000000000;172406,76999999999;0,0000000000000000;0,000000000000000000000000;ICV360;3023652;70;13998877;0,6332256439790576730;4775000,0000;Vehicular;;172406,76999999999
64769;20100611,0;20171231;20240831;81; 91;23822286,89;23822286,89;999;0,000000000000000000000000;0,000000000000000000000000;621847,88000000000;0,0000000000000000;0,000000000000000000000000;ICV360;23822286;70;129016833;2,6469207655555551106;9000000,0000;Vehicular;;1856334,42994152429
64801;20100616,0;20171231;20240831;81; 91;18592663,00;18592663,00;999;0,000000000000000000000000;0,000000000000000000000000;359546,91999999998;0,0000000000000000;0,000000000000000000000000;ICV360;18592663;70;101278817;2,5715993084370669663;7230000,0000;Vehicular;;1053004,87811700813
64902;20100618,0;20171231;20240831;81; 91;9633053,71;9633053,71;999;0,000000000000000000000000;0,000000000000000000000000;272831,78000000003;0,0000000000000000;0,000000000000000000000000;ICV360;9633053;70;46675775;1,5122533296703299932;6370000,0000;Vehicular;;582274,85580866225
65090;20100630,0;20171231;20240831;81; 91;12200400,07;12200400,07;999;0,000000000000000000000000;0,000000000000000000000000;86349,22000000000;0,0000000000000000;0,000000000000000000000000;ICV360;12200400;70;81885894;3,2534400186666658783;3750000,0000;Vehicular;;297048,22594648902
65118;20100630,0;20171231;20240831;81; 91;16086092,86;16086092,86;999;0,000000000000000000000000;0,000000000000000000000000;310627,02000000002;0,0000000000000000;0,000000000000000000000000;ICV360;16086092;70;94012572;2,1027572366013069782;7650000,0000;Vehicular;;800506,93064167432
65737;20100802,0;20171231;20240831;81; 89;22779330,34;22779330,34;999;0,000000000000000000000000;0,000000000000000000000000;1456947,23999999999;0,0000000000000000;0,000000000000000000000000;ICV360;22779330;70;109279372;2,2733862614770448118;10020000,0000;Vehicular;;3941100,11933467397
66851;20100924,0;20171231;20240831;81; 88;23161186,26;23161186,26;999;0,000000000000000000000000;0,000000000000000000000000;2362620,52999999980;0,0000000000000000;0,000000000000000000000000;ICV360;23161186;70;93974706;1,0339815294642860088;22400000,0000;Vehicular;;4194800,02186484076
67090;20101004,0;20170930;20240831;84; 84;617909,94;617909,94;999;0,000000000000000000000000;0,000000000000000000000000;104598,58000000000;0,0000000000000000;0,000000000000000000000000;ICV360;617909;70;2045242;0,0959487484472049540;6440000,0000;Vehicular;;104598,58000000000
67251;20101013,0;20170930;20240831;84; 84;4822491,35;4822491,35;999;0,000000000000000000000000;0,000000000000000000000000;535951,91000000003;0,0000000000000000;0,000000000000000000000000;ICV360;4822491;70;18946610;0,7488340605590061427;6440000,0000;Vehicular;;535951,91000000003
67305;20101014,0;20171231;20240831;81; 87;7778823,68;7778823,68;999;0,000000000000000000000000;0,000000000000000000000000;55055,19000000000;0,0000000000000000;0,000000000000000000000000;ICV360;7778823;70;48973178;5,0348373333333320545;1545000,0000;Vehicular;;262950,63450431998
67602;20101028,0;20171231;20240831;81; 87;3400377,50;3400377,50;999;0,000000000000000000000000;0,000000000000000000000000;265100,22999999998;0,0000000000000000;0,000000000000000000000000;ICV360;3400377;70;14091223;1,1004457928802588995;3090000,0000;Vehicular;;483896,55459631671
67931;20101117,0;20171231;20240831;81; 86;21708245,05;21708245,05;999;0,000000000000000000000000;0,000000000000000000000000;861814,55000000005;0,0000000000000000;0,000000000000000000000000;ICV360;21708245;70;104410082;1,4802758302079779273;14665000,0000;Vehicular;;1818606,98636492412
67968;20101118,0;20171231;20240831;81; 86;18010045,06;18010045,06;999;0,000000000000000000000000;0,000000000000000000000000;118964,16000000000;0,0000000000000000;0,000000000000000000000000;ICV360;18010045;70;115974927;2,9573144597701150893;6090000,0000;Vehicular;;382824,98292180413
68023;20101122,0;20171231;20240831;81; 86;12393516,92;12393516,92;999;0,000000000000000000000000;0,000000000000000000000000;323515,63000000000;0,0000000000000000;0,000000000000000000000000;ICV360;12393516;70;61481393;3,3954840876712331088;3650000,0000;Vehicular;;1147384,76033345074
68039;20101122,0;20171231;20240831;81; 86;9359625,77;9359625,77;999;0,000000000000000000000000;0,000000000000000000000000;236257,14000000001;0,0000000000000000;0,000000000000000000000000;ICV360;9359625;70;51676005;1,5917730901360540585;5880000,0000;Vehicular;;518307,95835337974
68133;20101125,0;20171231;20240831;81; 86;4737627,62;4737627,62;999;0,000000000000000000000000;0,000000000000000000000000;314289,17999999999;0,0000000000000000;0,000000000000000000000000;ICV360;4737627;70;19830679;0,8057189829931973302;5880000,0000;Vehicular;;314289,17999999999
68145;20101125,0;20171231;20240831;81; 86;16370244,56;15147970,00;999;0,074664404402764797397118;0,010926498205282653489179;346083,73999999999;1138319,1271742677781731;3,289143625107229240711604;ICV360;15147970;70;24031931;5,0242023217247089306;3015000,0000;Vehicular;;371566,37975307484
69390;20110112,0;20171231;20240831;81; 84;581827,13;581827,13;999;0,000000000000000000000000;0,000000000000000000000000;33890,31000000000;0,0000000000000000;0,000000000000000000000000;ICV360;581827;70;2206849;0,0417679203158650425;13930000,0000;Vehicular;;33890,31000000000
69409;20110113,0;20171231;20240831;81; 84;13013455,69;13013455,69;999;0,000000000000000000000000;0,000000000000000000000000;486558,95000000001;0,0000000000000000;0,000000000000000000000000;ICV360;13013455;70;63134591;2,9178151771300449013;4460000,0000;Vehicular;;1551325,76665884396
69426;20110114,0;20171231;20240831;81; 84;3235688,09;3235688,09;999;0,000000000000000000000000;0,000000000000000000000000;312016,32000000001;0,0000000000000000;0,000000000000000000000000;ICV360;3235688;70;13068590;2,6741223884297520286;1210000,0000;Vehicular;;937793,69015059643
70070;20110209,0;20171231;20240831;81; 83;16043010,46;16043010,46;999;0,000000000000000000000000;0,000000000000000000000000;612734,96999999997;0,0000000000000000;0,000000000000000000000000;ICV360;16043010;70;95628819;3,2976383268242548397;4865000,0000;Vehicular;;2128168,71094313217
70110;20110209,0;20171231;20240831;81; 83;1450408,79;1450408,79;999;0,000000000000000000000000;0,000000000000000000000000;13961,53000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1450408;70;14876016;0,2051497581329561892;7070000,0000;Vehicular;;13961,53000000000
70173;20110211,0;20171231;20240831;81; 83;1483474,66;1483474,66;999;0,000000000000000000000000;0,000000000000000000000000;72741,70000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1483474;70;7817150;1,2679270598290599548;1170000,0000;Vehicular;;141915,07735597563
70287;20101127,0;20171231;20240831;81; 83;3583875,62;3583875,62;999;0,000000000000000000000000;0,000000000000000000000000;34498,12000000000;0,0000000000000000;0,000000000000000000000000;ICV360;3583875;70;17895639;1,4221728650793650228;2520000,0000;Vehicular;;71294,83762018882
70748;20110314,0;20171231;20240831;81; 82;6719681,39;3143459,47;999;0,532201113779294798789010;0,077883089821360218518720;186394,09000000000;2343970,9465568922460079;12,575350144185859946333039;ICV360;3143459;70;7206318;0,6804024826839827345;4620000,0000;Vehicular;;200911,03765364070
71241;20110329,0;20171231;20240831;81; 82;20139460,21;20139460,21;999;0,000000000000000000000000;0,000000000000000000000000;133029,87000000000;0,0000000000000000;0,000000000000000000000000;ICV360;20139460;70;129415081;4,1396629414182939399;4865000,0000;Vehicular;;546053,98720551992
71720;20110420,0;20171231;20240831;81; 81;7975189,63;7975189,63;999;0,000000000000000000000000;0,000000000000000000000000;207491,72000000000;0,0000000000000000;0,000000000000000000000000;ICV360;7975189;70;50881513;5,5770556853146864285;1430000,0000;Vehicular;;1075386,37751129223
71972;20110504,0;20171231;20240831;81; 79;1083969,04;1083969,04;999;0,000000000000000000000000;0,000000000000000000000000;46703,62000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1083969;70;11643048;0,2165772307692307996;5005000,0000;Vehicular;;46703,62000000000
72084;20110510,0;20170930;20240831;84; 77;1204724,74;1204724,74;999;0,000000000000000000000000;0,000000000000000000000000;306530,37000000000;0,0000000000000000;0,000000000000000000000000;ICV360;1204724;70;4291157;0,1711256732954546111;7040000,0000;Vehicular;;306530,37000000000
72158;20110516,0;20171231;20240831;81; 80;12807563,39;12807563,39;999;0,000000000000000000000000;0,000000000000000000000000;781679,90000000002;0,0000000000000000;0,000000000000000000000000;ICV360;12807563;70;66345201;0,7752762342615013846;16520000,0000;Vehicular;;781679,90000000002
72451;20110530,0;20171231;20240831;81; 80;3708077,95;3708077,95;999;0,000000000000000000000000;0,000000000000000000000000;102856,63000000000;0,0000000000000000;0,000000000000000000000000;ICV360;3708077;70;29653225;0,2244599243341404982;16520000,0000;Vehicular;;102856,63000000000
72494;20110530,0;20171231;20240831;81; 80;18179066,83;18179066,83;999;0,000000000000000000000000;0,000000000000000000000000;565115,79000000004;0,0000000000000000;0,000000000000000000000000;ICV360;18179066;70;104019143;1,3607085950598800661;13360000,0000;Vehicular;;1141834,22449279064
72922;20110620,0;20171231;20240831;81; 79;13334892,35;13334892,35;999;0,000000000000000000000000;0,000000000000000000000000;529393,52000000002;0,0000000000000000;0,000000000000000000000000;ICV360;13334892;70;89064747;1,8020124797297301100;7400000,0000;Vehicular;;1244873,81729603792
73048;20110624,0;20171231;20240831;81; 79;3152185,71;2791070,44;999;0,114560277604963831055152;0,016764918673897143130969;87437,00000000000;324404,6063144762883894;3,710152524840471421896382;ICV360;2791070;70;12412108;0,4310533498069498148;6475000,0000;Vehicular;;88902,87419408954
73331;20110706,0;20171231;20240831;81; 78;736766,19;736766,19;999;0,000000000000000000000000;0,000000000000000000000000;58669,54000000000;0,0000000000000000;0,000000000000000000000000;ICV360;736766;70;3002060;0,0430479807186678332;17115000,0000;Vehicular;;58669,54000000000
73976;20110729,0;20170930;20240831;84; 75;2414348,70;2414348,70;999;0,000000000000000000000000;0,000000000000000000000000;333625,28000000003;0,0000000000000000;0,000000000000000000000000;ICV360;2414348;70;8995501;0,1974927361963189909;12225000,0000;Vehicular;;333625,28000000003
74049;20110802,0;20171231;20240831;81; 77;13126581,83;13126581,83;999;0,000000000000000000000000;0,000000000000000000000000;341516,27000000002;0,0000000000000000;0,000000000000000000000000;ICV360;13126581;70;77129412;2,5243426596153848429;5200000,0000;Vehicular;;988094,33698529436
74189;20110804,0;20170930;20240831;84; 74;13123590,73;13123590,73;999;0,000000000000000000000000;0,000000000000000000000000;1497076,66999999993;0,0000000000000000;0,000000000000000000000000;ICV360;13123590;70;63835143;1,3585497650103519618;9660000,0000;Vehicular;;3022466,53867323510
74268;20110808,0;20171231;20240831;81; 77;115206373,89;115206373,89;999;0,000000000000000000000000;0,000000000000000000000000;2732743,25999999978;0,0000000000000000;0,000000000000000000000000;ICV360;115206373;70;672596549;5,1778145568539324373;22250000,0000;Vehicular;;13344971,63382935338
74434;20110816,0;20171231;20240831;81; 77;25996036,36;25996036,36;999;0,000000000000000000000000;0,000000000000000000000000;1183166,37000000011;0,0000000000000000;0,000000000000000000000000;ICV360;25996036;70;136348272;1,7147781240105539613;15160000,0000;Vehicular;;2704817,22625573259
