credito;Fecha_desembolso;fecha_inicio_p70;fecha_vigencia;Duracion_p70;Duracion_p10;Saldo_capital_inicial;Saldo_capital_final;dias_mora_actual;prop_recuperado;tasa_recuperacion_anual;Precio de compra;saldo_capital;tipo_producto;valor_pago_ttl_canc;LTV;valor_garantia_final;libre_inversion_o_vehicular;marca_refi_restru;Valoracion_pd
17160;19950818,0000000;20171231;20240930;82;109;3696024,00;3696024,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;3696024;70;37715529;1,28803763721902808648;2869500,0000;Vehicular;;1,96602822791427
20065;19970829,0000000;20171231;20240930;82;109;2196018,65;2196018,65;999;0,000000000000000000000000;0,000000000000000000000000;NA;2196018;70;17262379;2,52415936781609184791;870000,0000;Vehicular;;2,89311952586207
20067;19970407,0000000;20171231;20240930;82;109;9037106,00;9037106,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;9037106;70;86389750;8,58958844216329175936;1052100,0000;Vehicular;;7,44219133162247
20112;19970623,0000000;20171231;20240930;82;109;1966987,00;1966987,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;1966987;70;26706765;7,15267739902639920757;275000,1000;Vehicular;;6,36450804926980
20246;19980806,0000000;20171231;20240930;82;109;4368826,00;4368826,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;4368826;70;57976773;1,32388666666666710015;3300000,0000;Vehicular;;1,99291500000000
22725;19991205,0000000;20171231;20240930;82;109;9339655,00;9339655,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;9339655;70;128129764;6,22643666666666639742;1500000,0000;Vehicular;;5,66982750000000
28860;20030101,0000000;20171231;20240930;82;109;1025106,00;1025106,00;999;0,000000000000000000000000;0,000000000000000000000000;NA;1025106;70;6454749;0,68340400000000001146;1500000,0000;Vehicular;;1,00000000000000
31250;20030808,0000000;20171231;20240930;82;109;17187137,32;17187137,32;999;0,000000000000000000000000;0,000000000000000000000000;NA;17187137;70;137639446;11,45809154666667062372;1500000,0000;Vehicular;;9,59356866000000
31889;20031001,0000000;20171231;20240930;82;109;368406,91;368406,91;999;0,000000000000000000000000;0,000000000000000000000000;NA;368406;70;3864189;0,31220924576271191775;1180000,0000;Vehicular;;1,00000000000000
32246;20031101,0000000;20171231;20240930;82;109;569528,53;569528,53;999;0,000000000000000000000000;0,000000000000000000000000;NA;569528;70;4799636;0,49524220000000002129;1150000,0000;Vehicular;;1,00000000000000
32316;20031106,0000000;20171231;20240930;82;109;5887518,60;5887518,60;999;0,000000000000000000000000;0,000000000000000000000000;NA;5887518;70;57777602;4,28183170909090904388;1375000,0000;Vehicular;;4,21137378181818
32417;20031111,0000000;20171231;20240930;82;109;1454286,25;1454286,25;999;0,000000000000000000000000;0,000000000000000000000000;NA;1454286;70;9544807;0,90328338509316774552;1610000,0000;Vehicular;;1,00000000000000
32507;20031124,0000000;20171231;20240930;82;109;463365,16;463365,16;999;0,000000000000000000000000;0,000000000000000000000000;NA;463365;70;20990247;0,16201579020979020584;2860000,0000;Vehicular;;1,00000000000000
32595;20031128,0000000;20171231;20240930;82;109;970654,71;970654,71;999;0,000000000000000000000000;0,000000000000000000000000;NA;970654;70;7078634;1,21331838749999998406;800000,0000;Vehicular;;1,90998879062500
33810;20040216,0000000;20171231;20240930;82;109;2754805,34;2754805,34;999;0,000000000000000000000000;0,000000000000000000000000;NA;2754805;70;22097956;3,44350667500000007237;800000,0000;Vehicular;;3,58263000625000
34659;20040507,0000000;20171231;20240930;82;109;243665,13;243665,13;999;0,000000000000000000000000;0,000000000000000000000000;NA;243665;70;7338039;0,21096548051948049718;1155000,0000;Vehicular;;1,00000000000000
35224;20040628,0000000;20171231;20240930;82;109;3987880,67;3987880,67;999;0,000000000000000000000000;0,000000000000000000000000;NA;3987880;70;31621488;0,88619570444444439872;4500000,0000;Vehicular;;1,00000000000000
36833;20041125,0000000;20171231;20240930;82;109;515513,82;515513,82;999;0,000000000000000000000000;0,000000000000000000000000;NA;515513;70;2517469;0,25775691000000000574;2000000,0000;Vehicular;;1,00000000000000
38393;20050614,0000000;20171231;20240930;82;109;1068905,26;1068905,26;999;0,000000000000000000000000;0,000000000000000000000000;NA;1068905;70;7279123;0,95437969642857145569;1120000,0000;Vehicular;;1,00000000000000
41182;20060510,0000000;20171231;20240930;82;109;3246195,53;3246195,53;999;0,000000000000000000000000;0,000000000000000000000000;19298,88000000000;3246195;70;14180178;2,89838886607142898200;1120000,0000;Vehicular;;3,17379164955357
41400;20060530,0000000;20171231;20240930;82;109;2093657,16;2093657,16;999;0,000000000000000000000000;0,000000000000000000000000;NA;2093657;70;11523578;1,86933674999999999145;1120000,0000;Vehicular;;2,40200256250000
41492;20060612,0000000;20171231;20240930;82;109;745772,24;745772,24;999;0,000000000000000000000000;0,000000000000000000000000;NA;745772;70;3626347;0,18265301004163608800;4083000,0000;Vehicular;;1,00000000000000
41953;20060730,0000000;20171231;20240930;82;109;2241202,86;2241202,86;999;0,000000000000000000000000;0,000000000000000000000000;NA;2241202;70;30824340;0,36594054371785439406;6124500,0000;Vehicular;;1,00000000000000
42382;20060912,0000000;20171231;20240930;82;109;2036302,84;2036302,84;999;0,000000000000000000000000;0,000000000000000000000000;NA;2036302;70;10185980;0,33248474814270551070;6124500,0000;Vehicular;;1,00000000000000
44733;20070404,0000000;20171231;20240930;82;109;15389584,14;15389584,14;999;0,000000000000000000000000;0,000000000000000000000000;NA;15389584;70;100760502;6,07084186982248397157;2535000,0000;Vehicular;;5,55313140236686
45579;20070604,0000000;20171231;20240930;82;109;13689992,80;13689992,80;999;0,000000000000000000000000;0,000000000000000000000000;NA;13689992;70;75980216;1,55479759227711489267;8805000,0000;Vehicular;;2,16609819420784
46238;20070723,0000000;20171231;20240930;82;109;2133094,69;2133094,69;999;0,000000000000000000000000;0,000000000000000000000000;NA;2133094;70;11655874;0,36338921465076662320;5870000,0000;Vehicular;;1,00000000000000
46458;20070808,0000000;20171231;20240930;82;109;2896497,63;2896497,63;999;0,000000000000000000000000;0,000000000000000000000000;NA;2896497;70;14933858;0,24672041141396938713;11740000,0000;Vehicular;;1,00000000000000
46869;20070901,0000000;20171231;20240930;82;109;25799809,34;25799809,34;999;0,000000000000000000000000;0,000000000000000000000000;NA;25799809;70;162312554;4,83142497003745230444;5340000,0000;Vehicular;;4,62356872752809
46879;20070901,0000000;20171231;20240930;82;109;12743826,65;12743826,65;999;0,000000000000000000000000;0,000000000000000000000000;NA;12743826;70;77650613;12,61765014851484956182;1010000,0000;Vehicular;;10,46323761138614
47111;20070917,0000000;20171231;20240930;82;109;22043747,28;22043747,28;999;0,000000000000000000000000;0,000000000000000000000000;NA;22043747;70;171095082;7,44721191891892075887;2960000,0000;Vehicular;;6,58540893918919
47274;20070815,0000000;20171231;20240930;82;109;4738710,98;4738710,98;999;0,000000000000000000000000;0,000000000000000000000000;NA;4738710;70;36587882;1,60091587162162207747;2960000,0000;Vehicular;;2,20068690371622
48041;20071116,0000000;20171231;20240930;82;109;1517892,66;1517892,66;999;0,000000000000000000000000;0,000000000000000000000000;NA;1517892;70;8107835;0,88584339655675514713;1713500,0000;Vehicular;;1,00000000000000
48310;20071130,0000000;20171231;20240930;82;109;786227,78;786227,78;999;0,000000000000000000000000;0,000000000000000000000000;21808,80000000000;786227;70;4156251;0,27490481818181822238;2860000,0000;Vehicular;;1,00000000000000
49198;20080109,0000000;20171231;20240930;82;109;6700972,31;6700972,31;999;0,000000000000000000000000;0,000000000000000000000000;8204,00000000000;6700972;70;38599315;5,44794496747967471606;1230000,0000;Vehicular;;5,08595872560976
49229;20080102,0000000;20171231;20240930;82;109;27098672,95;27098672,95;999;0,000000000000000000000000;0,000000000000000000000000;NA;27098672;70;189618387;5,05572256529850783124;5360000,0000;Vehicular;;4,79179192397388
50129;20080227,0000000;20171231;20240930;82;109;1098562,52;1098562,52;999;0,000000000000000000000000;0,000000000000000000000000;10574,68000000000;1098562;70;6428517;0,79033274820143883943;1390000,0000;Vehicular;;1,00000000000000
50574;20080319,0000000;20171231;20240930;82;109;11531109,39;6949458,69;999;0,397329566916891419037228;0,057445238590393937760936;68553,32000000001;6949458;70;18491076;1,40677301417004096962;4940000,0000;Vehicular;;1,07558652426858
50693;20080401,0000000;20171231;20240930;82;109;13097656,31;13097656,31;999;0,000000000000000000000000;0,000000000000000000000000;NA;13097656;70;100126636;13,78700664210525950182;950000,0000;Vehicular;;11,34025498157894
50816;20080404,0000000;20171231;20240930;82;109;21795123,20;21795123,20;999;0,000000000000000000000000;0,000000000000000000000000;NA;21795123;70;124362818;3,62346187863674096263;6015000,0000;Vehicular;;3,71759640897756
50874;20080408,0000000;20171231;20240930;82;109;9565013,81;1178202,40;999;0,876821672879529279143185;0,126769398488606632735554;226886,12000000000;1178202;70;9759328;0,21114738351254480619;5580000,0000;Vehicular;;1,12676939848861
51172;20080401,0000000;20171231;20240930;82;109;22032831,83;17145917,18;999;0,221801477345547309871776;0,032067683471645395953953;0,00000000000;17145917;70;43754418;1,94839967954545500994;8800000,0000;Vehicular;;1,05659061449293
51626;20080523,0000000;20171231;20240930;82;109;6988751,38;6988751,38;999;0,000000000000000000000000;0,000000000000000000000000;135149,23000000001;6988751;70;42452944;1,62529101860465097218;4300000,0000;Vehicular;;2,21896826395349
52187;20080619,0000000;20171231;20240930;82;109;957738,59;957738,59;999;0,000000000000000000000000;0,000000000000000000000000;NA;957738;70;4751722;0,79151949586776859658;1210000,0000;Vehicular;;1,00000000000000
52561;20080709,0000000;20171231;20240930;82;109;16456845,70;16456845,70;999;0,000000000000000000000000;0,000000000000000000000000;23923,81000000000;16456845;70;94115202;3,41428334024896296128;4820000,0000;Vehicular;;3,56071250518672
53051;20080723,0000000;20171231;20240930;82;109;21452801,73;21452801,73;999;0,000000000000000000000000;0,000000000000000000000000;26264,65000000000;21452801;70;126310940;1,77295882066115706444;12100000,0000;Vehicular;;2,32971911549587
53508;20080822,0000000;20171231;20240930;82;109;16845052,25;16845052,25;999;0,000000000000000000000000;0,000000000000000000000000;NA;16845052;70;136714658;3,52775963350785293215;4775000,0000;Vehicular;;3,64581972513089
53777;20080901,0000000;20171231;20240930;82;109;2675168,06;2675168,06;999;0,000000000000000000000000;0,000000000000000000000000;11608,16000000000;2675168;70;14934398;2,00989335837715987765;1331000,0000;Vehicular;;2,50742001878287
54006;20080604,0000000;20171231;20240930;82;109;3361434,39;3361434,39;999;0,000000000000000000000000;0,000000000000000000000000;NA;3361434;70;20304839;2,52549540946656714269;1331000,0000;Vehicular;;2,89412155709993
55021;20081030,0000000;20171231;20240930;82;109;13837824,80;13837824,80;999;0,000000000000000000000000;0,000000000000000000000000;NA;13837824;70;110393000;7,79595763380281692179;1775000,0000;Vehicular;;6,84696822535211
55254;20081119,0000000;20171231;20240930;82;109;3774607,45;3774607,45;999;0,000000000000000000000000;0,000000000000000000000000;122893,60000000001;3774607;70;19044673;5,31634852112676092872;710000,0000;Vehicular;;4,98726139084507
55965;20081222,0000000;20171231;20240930;82;109;5085617,19;2925485,19;999;0,424753165505168561733029;0,061410096217614736080481;98204,71000000001;2925485;70;8352296;0,52240806964285713132;5600000,0000;Vehicular;;1,06141009621761
56499;20090129,0000000;20171231;20240930;82;108;1738932,97;1738932,97;999;0,000000000000000000000000;0,000000000000000000000000;48235,44000000000;1738932;70;9689357;0,53341502147239283627;3260000,0000;Vehicular;;1,00000000000000
56521;20090129,0000000;20171231;20240930;82;108;551903,40;551903,40;999;0,000000000000000000000000;0,000000000000000000000000;17156,51000000000;551903;70;3758811;0,08362172727272727812;6600000,0000;Vehicular;;1,00000000000000
57257;20090320,0000000;20171231;20240930;82;106;24267368,38;24267368,38;999;0,000000000000000000000000;0,000000000000000000000000;NA;24267368;70;172149183;5,74375582958579755655;4225000,0000;Vehicular;;5,30781687218935
57405;20090401,0000000;20171231;20240930;82;105;2943149,41;2943149,41;999;0,000000000000000000000000;0,000000000000000000000000;3402,46000000000;2943149;70;17690807;1,53289031770833306112;1920000,0000;Vehicular;;2,14966773828125
58201;20090501,0000000;20171231;20240930;82;103;20665301,50;20665301,50;999;0,000000000000000000000000;0,000000000000000000000000;NA;20665301;70;143424901;4,49245684782608822871;4600000,0000;Vehicular;;4,36934263586957
58929;20090717,0000000;20171231;20240930;82;102;3747552,04;3747552,04;999;0,000000000000000000000000;0,000000000000000000000000;5447,93000000000;3747552;70;27700700;0,65174818086956520791;5750000,0000;Vehicular;;1,00000000000000
58963;20090722,0000000;20171231;20240930;82;102;1499219,65;1499219,65;999;0,000000000000000000000000;0,000000000000000000000000;1733,19000000000;1499219;70;26623997;0,18917598107255520490;7925000,0000;Vehicular;;1,00000000000000
59021;20090722,0000000;20171231;20240930;82;102;714377,33;714377,33;999;0,000000000000000000000000;0,000000000000000000000000;26709,79000000000;714377;70;4516527;0,06335940842572061749;11275000,0000;Vehicular;;1,00000000000000
59097;20090730,0000000;20171231;20240930;82;102;3640892,89;3640892,89;999;0,000000000000000000000000;0,000000000000000000000000;NA;3640892;70;16750014;0,80729332372505557824;4510000,0000;Vehicular;;1,00000000000000
59125;20090730,0000000;20171231;20240930;82;102;864693,39;864693,39;999;0,000000000000000000000000;0,000000000000000000000000;62625,80000000000;864693;70;3244466;0,18595556774193539029;4650000,0000;Vehicular;;1,00000000000000
60395;20091022,0000000;20171231;20240930;82; 99;247721,12;247721,12;999;0,000000000000000000000000;0,000000000000000000000000;6445,00000000000;247721;70;1059907;0,02847369195402299144;8700000,0000;Vehicular;;1,00000000000000
61923;20090911,0000000;20171231;20240930;82; 96;1493674,33;1493674,33;999;0,000000000000000000000000;0,000000000000000000000000;1075,30000000000;1493674;70;7261714;0,41490953611111108801;3600000,0000;Vehicular;;1,00000000000000
63081;20100319,0000000;20171231;20240930;82; 94;1169512,53;1169512,53;999;0,000000000000000000000000;0,000000000000000000000000;119299,34000000000;1169512;70;4435093;0,33037077118644059270;3540000,0000;Vehicular;;1,00000000000000
63329;20100330,0000000;20171231;20240930;82; 94;15298734,86;15298734,86;999;0,000000000000000000000000;0,000000000000000000000000;572003,05000000005;15298734;70;75967296;2,42068589556962088238;6320000,0000;Vehicular;Refinanciacion;2,81551442167722
63803;20100423,0000000;20171231;20240930;82; 93;9822091,96;9822091,96;999;0,000000000000000000000000;0,000000000000000000000000;57993,94000000000;9822091;70;59810100;3,24161450825082519955;3030000,0000;Vehicular;;3,43121088118812
64475;20100528,0000000;20171231;20240930;82; 92;16639402,90;16639402,90;999;0,000000000000000000000000;0,000000000000000000000000;141265,48999999999;16639402;70;101437990;2,73225006568144479502;6090000,0000;Vehicular;;3,04918754926108
64565;20100505,0000000;20171231;20240930;82; 92;8216077,80;8216077,80;999;0,000000000000000000000000;0,000000000000000000000000;307190,21000000002;8216077;70;40045486;1,72064456544502597524;4775000,0000;Vehicular;;2,29048342408377
64743;20100615,0000000;20171231;20240930;82; 91;3023652,45;3023652,45;999;0,000000000000000000000000;0,000000000000000000000000;172406,76999999999;3023652;70;14075187;0,63322564397905767297;4775000,0000;Vehicular;;1,00000000000000
64769;20100611,0000000;20171231;20240930;82; 91;23822286,89;23822286,89;999;0,000000000000000000000000;0,000000000000000000000000;621847,88000000000;23822286;70;129704676;2,64692076555555511064;9000000,0000;Vehicular;;2,98519057416667
64801;20100616,0000000;20171231;20240930;82; 91;18592663,00;18592663,00;999;0,000000000000000000000000;0,000000000000000000000000;359546,91999999998;18592663;70;101795898;2,57159930843706696635;7230000,0000;Vehicular;;2,92869948132780
64902;20100618,0000000;20171231;20240930;82; 91;9633053,71;9633053,71;999;0,000000000000000000000000;0,000000000000000000000000;272831,78000000003;9633053;70;46922224;1,51225332967032999321;6370000,0000;Vehicular;;2,13418999725275
65090;20100630,0000000;20171231;20240930;82; 91;12200400,07;12200400,07;999;0,000000000000000000000000;0,000000000000000000000000;86349,22000000000;12200400;70;100397557;3,25344001866666587830;3750000,0000;Vehicular;;3,44008001400000
65118;20100630,0000000;20171231;20240930;82; 91;16086092,86;16086092,86;999;0,000000000000000000000000;0,000000000000000000000000;310627,02000000002;16086092;70;94495104;2,10275723660130697823;7650000,0000;Vehicular;;2,57706792745098
65737;20100802,0000000;20171231;20240930;82; 89;22779330,34;22779330,34;999;0,000000000000000000000000;0,000000000000000000000000;1456947,23999999999;22779330;70;128125831;2,27338626147704481184;10020000,0000;Vehicular;;2,70503969610778
66851;20100924,0000000;20171231;20240930;82; 88;23161186,26;23161186,26;999;0,000000000000000000000000;0,000000000000000000000000;2362620,52999999980;23161186;70;94530905;1,03398152946428600885;22400000,0000;Vehicular;;1,77548614709821
67090;20101004,0000000;20170930;20240930;85; 84;617909,94;617909,94;999;0,000000000000000000000000;0,000000000000000000000000;104598,58000000000;617909;70;2058120;0,09594874844720495399;6440000,0000;Vehicular;;1,00000000000000
67251;20101013,0000000;20170930;20240930;85; 84;4822491,35;4822491,35;999;0,000000000000000000000000;0,000000000000000000000000;535951,91000000003;4822491;70;19081126;0,74883406055900614273;6440000,0000;Vehicular;;1,00000000000000
67305;20101014,0000000;20171231;20240930;82; 87;7778823,68;7778823,68;999;0,000000000000000000000000;0,000000000000000000000000;55055,19000000000;7778823;70;49209663;5,03483733333333205451;1545000,0000;Vehicular;;4,77612800000000
67602;20101028,0000000;20171231;20240930;82; 87;3400377,50;0,00;0;1,000000000000000000000000;0,144578313253012069594661;265100,22999999998;NA;NA;NA;NA;3090000,0000;Vehicular;;1,14457831325301
67931;20101117,0000000;20171231;20240930;82; 86;21708245,05;21708245,05;999;0,000000000000000000000000;0,000000000000000000000000;861814,55000000005;21708245;70;105018013;1,48027583020797792734;14665000,0000;Vehicular;;2,11020687265598
67968;20101118,0000000;20171231;20240930;82; 86;18010045,06;18010045,06;999;0,000000000000000000000000;0,000000000000000000000000;118964,16000000000;18010045;70;116586012;2,95731445977011508930;6090000,0000;Vehicular;;3,21798584482759
68023;20101122,0000000;20171231;20240930;82; 86;12393516,92;12393516,92;999;0,000000000000000000000000;0,000000000000000000000000;323515,63000000000;12393516;70;61806221;3,39548408767123310881;3650000,0000;Vehicular;;3,54661306575342
68039;20101122,0000000;20171231;20240930;82; 86;9359625,77;9359625,77;999;0,000000000000000000000000;0,000000000000000000000000;236257,14000000001;9359625;70;51929833;1,59177309013605405852;5880000,0000;Vehicular;;2,19382981760204
68133;20101125,0000000;20171231;20240930;82; 86;4737627,62;4737627,62;999;0,000000000000000000000000;0,000000000000000000000000;314289,17999999999;4737627;70;19963459;0,80571898299319733017;5880000,0000;Vehicular;;1,00000000000000
68145;20101125,0000000;20171231;20240930;82; 86;16370244,56;15147970,00;999;0,074664404402764797397118;0,010794853648592500974801;346083,73999999999;15147970;70;24348542;5,02420232172470893062;3015000,0000;Vehicular;;1,07272702255699
69390;20110112,0000000;20171231;20240930;82; 84;581827,13;581827,13;999;0,000000000000000000000000;0,000000000000000000000000;33890,31000000000;581827;70;2218975;0,04176792031586504250;13930000,0000;Vehicular;;1,00000000000000
69409;20110113,0000000;20171231;20240930;82; 84;13013455,69;13013455,69;999;0,000000000000000000000000;0,000000000000000000000000;486558,95000000001;13013455;70;63476726;2,91781517713004490133;4460000,0000;Vehicular;;3,18836138284753
69426;20110114,0000000;20171231;20240930;82; 84;3235688,09;3235688,09;999;0,000000000000000000000000;0,000000000000000000000000;312016,32000000001;3235688;70;13168529;2,67412238842975202857;1210000,0000;Vehicular;;3,00559179132231
70070;20110209,0000000;20171231;20240930;82; 83;16043010,46;16043010,46;999;0,000000000000000000000000;0,000000000000000000000000;612734,96999999997;16043010;70;96162823;3,29763832682425483966;4865000,0000;Vehicular;;3,47322874511819
70110;20110209,0000000;20171231;20240930;82; 83;1450408,79;1450408,79;999;0,000000000000000000000000;0,000000000000000000000000;13961,53000000000;1450408;70;14955111;0,20514975813295618923;7070000,0000;Vehicular;;1,00000000000000
70173;20110211,0000000;20171231;20240930;82; 83;1483474,66;1483474,66;999;0,000000000000000000000000;0,000000000000000000000000;72741,70000000000;1483474;70;7858915;1,26792705982905995477;1170000,0000;Vehicular;;1,95094529487179
70287;20101127,0000000;20171231;20240930;82; 83;3583875,62;3583875,62;999;0,000000000000000000000000;0,000000000000000000000000;34498,12000000000;3583875;70;18005312;1,42217286507936502282;2520000,0000;Vehicular;;2,06662964880952
70748;20110314,0000000;20171231;20240930;82; 82;6719681,39;3143459,47;999;0,532201113779294798789010;0,076944739341584786340711;186394,09000000000;3143459;70;7278238;0,68040248268398273446;4620000,0000;Vehicular;;1,07694473934158
71241;20110329,0000000;20171231;20240930;82; 82;20139460,21;20139460,21;999;0,000000000000000000000000;0,000000000000000000000000;133029,87000000000;20139460;70;130098876;4,13966294141829393993;4865000,0000;Vehicular;;4,10474720606372
71720;20110420,0000000;20171231;20240930;82; 81;7975189,63;7975189,63;999;0,000000000000000000000000;0,000000000000000000000000;207491,72000000000;7975189;70;51144549;5,57705568531468642846;1430000,0000;Vehicular;;5,18279176398601
71972;20110504,0000000;20171231;20240930;82; 79;1083969,04;1083969,04;999;0,000000000000000000000000;0,000000000000000000000000;46703,62000000000;1083969;70;11705734;0,21657723076923079963;5005000,0000;Vehicular;;1,00000000000000
72084;20110510,0000000;20170930;20240930;85; 77;1204724,74;1204724,74;999;0,000000000000000000000000;0,000000000000000000000000;306530,37000000000;1204724;70;4318363;0,17112567329545461114;7040000,0000;Vehicular;;1,00000000000000
72158;20110516,0000000;20171231;20240930;82; 80;12807563,39;12807563,39;999;0,000000000000000000000000;0,000000000000000000000000;781679,90000000002;12807563;70;66716318;0,77527623426150138464;16520000,0000;Vehicular;;1,00000000000000
72451;20110530,0000000;20171231;20240930;82; 80;3708077,95;3708077,95;999;0,000000000000000000000000;0,000000000000000000000000;102856,63000000000;3708077;70;29839344;0,22445992433414049816;16520000,0000;Vehicular;;1,00000000000000
72494;20110530,0000000;20171231;20240930;82; 80;18179066,83;18179066,83;999;0,000000000000000000000000;0,000000000000000000000000;565115,79000000004;18179066;70;104556117;1,36070859505988006610;13360000,0000;Vehicular;;2,02053144629491
72922;20110620,0000000;20171231;20240930;82; 79;13334892,35;13334892,35;999;0,000000000000000000000000;0,000000000000000000000000;529393,52000000002;13334892;70;89543011;1,80201247972973011002;7400000,0000;Vehicular;;2,35150935979730
73048;20110624,0000000;20171231;20240930;82; 79;3152185,71;2791070,44;999;0,114560277604963831055152;0,016562931701922481431133;87437,00000000000;2791070;70;12476288;0,43105334980694981484;6475000,0000;Vehicular;;1,01656293170192
73331;20110706,0000000;20171231;20240930;82; 78;736766,19;736766,19;999;0,000000000000000000000000;0,000000000000000000000000;58669,54000000000;736766;70;3018237;0,04304798071866783316;17115000,0000;Vehicular;;1,00000000000000
73976;20110729,0000000;20170930;20240930;85; 75;2414348,70;2414348,70;999;0,000000000000000000000000;0,000000000000000000000000;333625,28000000003;2414348;70;9049537;0,19749273619631899090;12225000,0000;Vehicular;;1,00000000000000
74049;20110802,0000000;20171231;20240930;82; 77;13126581,83;13126581,83;999;0,000000000000000000000000;0,000000000000000000000000;341516,27000000002;13126581;70;77548447;2,52434265961538484291;5200000,0000;Vehicular;;2,89325699471154
74189;20110804,0000000;20170930;20240930;85; 74;13123590,73;13123590,73;999;0,000000000000000000000000;0,000000000000000000000000;1497076,66999999993;13123590;70;64178526;1,35854976501035196179;9660000,0000;Vehicular;;2,01891232375776
74268;20110808,0000000;20171231;20240930;82; 77;115206373,89;115206373,89;999;0,000000000000000000000000;0,000000000000000000000000;2732743,25999999978;115206373;70;676213426;5,17781455685393243726;22250000,0000;Vehicular;;4,88336091764045
74434;20110816,0000000;20171231;20240930;82; 77;25996036,36;25996036,36;999;0,000000000000000000000000;0,000000000000000000000000;1183166,37000000011;25996036;70;137123412;1,71477812401055396130;15160000,0000;Vehicular;;2,28608359300792
74625;20110824,0000000;20171231;20240930;82; 77;9595348,24;9595348,24;999;0,000000000000000000000000;0,000000000000000000000000;585629,80000000005;9595348;70;48607324;1,84525927692307689654;5200000,0000;Vehicular;;2,38394445769231
74819;20110830,0000000;20171231;20240930;82; 77;25162912,20;25162912,20;999;0,000000000000000000000000;0,000000000000000000000000;531969,75000000000;25162912;70;150388014;4,46150925531914932520;5640000,0000;Vehicular;;4,34613194148936
74927;20110901,0000000;20171231;20240930;82; 76;11284336,93;11284336,93;999;0,000000000000000000000000;0,000000000000000000000000;486194,14000000001;11284336;70;58228184;1,60288876846590899738;7040000,0000;Vehicular;;2,20216657634943
74946;20110902,0000000;20171231;20240930;82; 76;19150919,63;19150919,63;999;0,000000000000000000000000;0,000000000000000000000000;623515,27000000002;19150919;70;111634265;1,70381847241992900877;11240000,0000;Vehicular;;2,27786385431495
75323;20110916,0000000;20171231;20240930;82; 76;11136913,32;11136913,32;999;0,000000000000000000000000;0,000000000000000000000000;362595,40999999997;11136913;70;63864665;2,19230577165354301172;5080000,0000;Vehicular;;2,64422932874016
75418;20110920,0000000;20171231;20240930;82; 76;24535602,96;24535602,96;999;0,000000000000000000000000;0,000000000000000000000000;1627665,80000000005;24535602;70;112792620;1,25952787268993793290;19480000,0000;Vehicular;;1,94464590451745
75904;20111010,0000000;20171231;20240930;82; 75;8057794,78;8057794,78;999;0,000000000000000000000000;0,000000000000000000000000;515369,92999999999;8057794;70;45779052;1,32529519407894702532;6080000,0000;Vehicular;;1,99397139555921
76214;20111018,0000000;20170930;20240930;85; 72;6475427,75;6475427,75;999;0,000000000000000000000000;0,000000000000000000000000;784300,72999999998;6475427;70;25654628;0,47334998172514619608;13680000,0000;Vehicular;;1,00000000000000
76698;20111110,0000000;20171231;20240930;82; 74;17739478,23;17739478,23;999;0,000000000000000000000000;0,000000000000000000000000;677528,60999999999;17739478;70;86062331;0,62995306214488633323;28160000,0000;Vehicular;;1,00000000000000
77467;20111213,0000000;20171231;20240930;82; 72;1721720,54;1721720,54;999;0,000000000000000000000000;0,000000000000000000000000;47758,00000000000;1721720;70;8824433;0,06114064417613636337;28160000,0000;Vehicular;;1,00000000000000
77668;20111216,0000000;20171231;20240930;82; 73;11831319,38;9942583,77;999;0,159638629415479543771639;0,023080283770912705249012;922393,32999999996;9942583;70;28588459;0,92747982929104477723;10720000,0000;Vehicular;;1,02308028377091
77750;20111220,0000000;20171231;20240930;82; 73;41184450,33;41184450,33;999;0,000000000000000000000000;0,000000000000000000000000;1340882,53000000003;41184450;70;212741433;2,11419149537987705045;19480000,0000;Vehicular;;2,58564362153491
77834;20111222,0000000;20171231;20240930;82; 73;7126356,81;4762027,61;999;0,331772497930818532907438;0,047967108134576177946862;587677,90000000002;4762027;70;5675175;0,45788727019230768267;10400000,0000;Vehicular;;1,04796710813458
77855;20111223,0000000;20171231;20240930;82; 73;12932849,25;12932849,25;999;0,000000000000000000000000;0,000000000000000000000000;273413,67999999999;12932849;70;97719100;2,48708639423076904862;5200000,0000;Vehicular;;2,86531479567308
77949;20111226,0000000;20171231;20240930;82; 73;10339897,14;10339897,14;999;0,000000000000000000000000;0,000000000000000000000000;1054749,65999999992;10339897;70;50479756;0,60396595443925238378;17120000,0000;Vehicular;;1,00000000000000
78167;20111229,0000000;20170930;20240930;85; 70;7015951,78;7015951,78;999;0,000000000000000000000000;0,000000000000000000000000;849768,73999999999;7015951;70;32415216;3,87621645303867490284;1810000,0000;Vehicular;;3,90716233977901
78186;20111228,0000000;20171231;20240930;82; 73;15073266,01;15073266,01;999;0,000000000000000000000000;0,000000000000000000000000;1200301,54000000004;15073266;70;70213549;1,79443642976190509408;8400000,0000;Vehicular;;2,34582732232143
78394;20120103,0000000;20171231;20240930;82; 72;17893345,57;17893345,57;999;0,000000000000000000000000;0,000000000000000000000000;403391,34999999998;17893345;70;113860771;2,36684465211640215898;7560000,0000;Vehicular;;2,77513348908730
