credito;Fecha_desembolso;fecha_inicio_p70;fecha_vigencia;Duracion_p70;Duracion_p10;Saldo_capital_inicial;Saldo_capital_final;dias_mora_actual;prop_recuperado;tasa_recuperacion_anual;saldo_capital;tipo_producto;valor_pago_ttl_canc;LTV;valor_garantia_final;libre_inversion_o_vehicular;marca_refi_restru;Valoracion_pd
99042;20140421,00;20170930;20190531;21; 42;13099559,07;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
99187;20140428,00;20180731;20190531;11; 52;2277364,65;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
100104;20140527,00;20180731;20190531;11; 51;1780224,18;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
100336;20140604,00;20180731;20190531;11; 50;3008783,35;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
101353;20140714,00;20180930;20190531;9; 51;7062554,21;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
101498;20140717,00;20170930;20190531;21; 39;16803871,53;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
102240;20140815,00;20180930;20190531;9; 50;4106954,53;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
104038;20140930,00;20190430;20190531;2; 56;1198093,57;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
104407;20141010,00;20171231;20190531;18; 39;8222650,70;0,00;0;1,000000000000000000000000;0,6315789473684210175719045;NA;NA;NA;NA;NA;NA;NA;1,63157894736842
107212;20141222,00;20190331;20190531;3; 52;3640007,04;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
107799;20141229,00;20170930;20190531;21; 34;21286833,26;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
108407;20150121,00;20190531;20190531;1; 53;1020372,22;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
108949;20150205,00;20180731;20190531;11; 42;20423157,23;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
109094;20150210,00;20181231;20190531;6; 47;9907200,55;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
110265;20150324,00;20180731;20190531;11; 41;38880018,06;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
110944;20150420,00;20180930;20190531;9; 42;6884820,36;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
111635;20150514,00;20181231;20190531;6; 44;13386813,33;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
112132;20150603,00;20181231;20190531;6; 43;15019323,99;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
115590;20150929,00;20171231;20190531;18; 28;5101482,51;0,00;0;1,000000000000000000000000;0,6315789473684210175719045;NA;NA;NA;NA;NA;NA;NA;1,63157894736842
115882;20151007,00;20180930;20190531;9; 36;494281,71;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
115934;20151009,00;20180731;20190531;11; 34;12355389,42;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
117256;20151130,00;20180731;20190531;11; 33;11581872,98;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
117666;20151214,00;20170930;20190531;21; 22;14604765,71;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
118037;20151223,00;20181130;20190531;7; 36;16109380,05;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
119047;20160127,00;20180731;20190531;11; 31;30711483,09;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
119740;20160223,00;20180831;20190531;10; 31;8020653,14;0,00;0;1,000000000000000000000000;1,0909090909090908283474164;NA;NA;NA;NA;NA;NA;NA;2,09090909090909
120971;20160328,00;20180731;20190531;11; 29;10598012,18;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
122253;20160505,00;20181130;20190531;7; 31;2295285,81;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
123107;20160527,00;20180731;20190531;11; 27;39819600,65;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
125050;20160721,00;20190430;20190531;2; 34;27726218,62;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
126016;20160811,00;20180731;20190531;11; 24;206461,39;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
126197;20160817,00;20180930;20190531;9; 26;6483746,90;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
126388;20160822,00;20180731;20190531;11; 24;15748900,61;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
130952;20161130,00;20181231;20190531;6; 26;14941844,68;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
132076;20161223,00;20180731;20190531;11; 20;34265807,92;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
133623;20170126,00;20181130;20190531;7; 23;28462578,17;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
134615;20170221,00;20180731;20190531;11; 18;18133927,16;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
135491;20170314,00;20180731;20190531;11; 17;33397230,39;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
135618;20170317,00;20180731;20190531;11; 17;27257188,41;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
135983;20170324,00;20181231;20190531;6; 22;3549000,07;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
137429;20170424,00;20190331;20190531;3; 24;9766026,52;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
137598;20170422,00;20190331;20190531;3; 24;8183692,05;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
137698;20170502,00;20180731;20190531;11; 15;48400000,00;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
143901;20171107,00;20181130;20190531;7; 13;1609198,98;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
144732;20171115,00;20181231;20190531;6; 14;8271637,52;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
145327;20171215,00;20181231;20190531;6; 13;7006654,90;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
154765;20180817,00;20190531;20190531;1;  9;3890474,47;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
51467;20080514,00;20171231;20190630;19;109;499347,77;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
63112;20100316,00;20171231;20190630;19; 94;15884517,46;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
87151;20121228,00;20171231;20190630;19; 61;11719415,27;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
96104;20131219,00;20180731;20190630;12; 56;5290919,57;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
96164;20131223,00;20180731;20190630;12; 56;9859547,33;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
97494;20140125,00;20180731;20190630;12; 54;3017909,93;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
100512;20140611,00;20180831;20190630;11; 51;9520159,28;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
100898;20140625,00;20180731;20190630;12; 50;22213059,11;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
103539;20140918,00;20181231;20190630;7; 52;8605748,78;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
107710;20141230,00;20190430;20190630;3; 53;2756344,83;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
107872;20150106,00;20180731;20190630;12; 43;826276,49;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
108816;20150202,00;20180731;20190630;12; 42;11127482,79;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
109029;20150209,00;20181231;20190630;7; 47;10061121,48;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
111405;20150507,00;20180831;20190630;11; 40;13441094,30;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
113203;20150710,00;20190531;20190630;2; 47;16295226,71;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
113212;20150713,00;20170930;20190630;22; 27;7117168,01;0,00;0;1,000000000000000000000000;0,5217391304347825942144823;NA;NA;NA;NA;NA;NA;NA;1,52173913043478
114187;20150814,00;20180731;20190630;12; 36;43812541,43;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
115043;20150911,00;20181231;20190630;7; 40;14243865,83;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
116134;20150919,00;20180731;20190630;12; 34;1861192,55;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
116341;20151027,00;20190331;20190630;4; 42;35424158,32;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
120171;20160304,00;20171231;20190630;19; 22;30219841,49;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
126496;20160819,00;20180731;20190630;12; 24;4523123,37;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
126978;20160830,00;20171231;20190630;19; 17;24453724,00;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
129396;20161028,00;20181031;20190630;9; 25;5037691,28;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
130831;20161007,00;20180731;20190630;12; 21;1554241,07;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
130884;20161130,00;20180930;20190630;10; 23;36082294,36;0,00;0;1,000000000000000000000000;1,0909090909090908283474164;NA;NA;NA;NA;NA;NA;NA;2,09090909090909
131858;20161118,00;20180731;20190630;12; 20;23787920,91;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
132792;20161226,00;20190531;20190630;2; 30;2419654,38;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
135684;20170321,00;20180731;20190630;12; 17;37671263,50;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
138318;20170518,00;20190531;20190630;2; 25;20188604,64;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
138843;20170526,00;20181231;20190630;7; 20;14576409,06;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
141128;20170823,00;20190331;20190630;4; 20;401623,32;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
141300;20170825,00;20181031;20190630;9; 15;10073030,99;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
141419;20170830,00;20190430;20190630;3; 21;453732,70;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
146006;20171222,00;20190430;20190630;3; 17;383537,31;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
147798;20180227,00;20181130;20190630;8; 10;1743227,40;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
61782;20100114,00;20171231;20190731;20; 96;495892,01;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
63070;20100318,00;20171231;20190731;20; 94;1735365,39;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
78119;20111228,00;20171231;20190731;20; 73;10986112,75;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
82336;20120619,00;20180731;20190731;13; 74;2337186,04;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
83086;20120617,00;20171231;20190731;20; 66;7737914,53;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
85404;20121023,00;20171231;20190731;20; 63;3026449,74;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
86058;20121121,00;20171231;20190731;20; 62;2260258,09;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
86514;20121207,00;20180731;20190731;13; 68;1724684,34;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
87096;20121228,00;20180731;20190731;13; 68;2223052,51;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
87435;20130111,00;20190630;20190731;2; 78;1052188,88;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
88176;20130213,00;20171231;20190731;20; 59;20251605,83;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
88473;20130228,00;20180930;20190731;11; 68;1636699,18;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
89362;20130410,00;20181231;20190731;8; 69;386569,86;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
89434;20130416,00;20180731;20190731;13; 64;1970815,62;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
90654;20130504,00;20171231;20190731;20; 56;7914247,93;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
91161;20130625,00;20180731;20190731;13; 62;4887057,16;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
93773;20130927,00;20180731;20190731;13; 59;13969168,05;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
93882;20130928,00;20171231;20190731;20; 52;22984553,93;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
94483;20131024,00;20180930;20190731;11; 60;11869529,38;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
94784;20131030,00;20180731;20190731;13; 58;651727,55;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
95589;20131129,00;20181231;20190731;8; 62;3938383,32;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
97293;20140211,00;20180930;20190731;11; 56;1978940,92;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
98183;20140310,00;20181130;20190731;9; 57;175750,96;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
99095;20140423,00;20171231;20190731;20; 45;1687336,15;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
100404;20140606,00;20181031;20190731;10; 53;4729280,99;0,00;0;1,000000000000000000000000;1,0909090909090908283474164;NA;NA;NA;NA;NA;NA;NA;2,09090909090909
101577;20140723,00;20180731;20190731;13; 49;5431899,55;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
102117;20140811,00;20181231;20190731;8; 53;1389587,12;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
102229;20140815,00;20180731;20190731;13; 48;10718911,05;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
103162;20140909,00;20181231;20190731;8; 52;9459464,75;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
103575;20140919,00;20171231;20190731;20; 40;27546055,84;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
104921;20141021,00;20190630;20190731;2; 57;16467199,08;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
105111;20141030,00;20190430;20190731;4; 55;1410332,82;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
105896;20141121,00;20190531;20190731;3; 55;9696440,14;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
105995;20141118,00;20180731;20190731;13; 45;298696,49;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
108066;20150108,00;20181231;20190731;8; 48;3611453,28;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
108954;20150205,00;20190531;20190731;3; 52;10800818,97;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
109611;20150225,00;20170930;20190731;23; 32;4849991,19;0,00;0;1,000000000000000000000000;0,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;1,50000000000000
109685;20150226,00;20180831;20190731;12; 42;13183220,05;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
110050;20150313,00;20181031;20190731;10; 44;13855472,24;0,00;0;1,000000000000000000000000;1,0909090909090908283474164;NA;NA;NA;NA;NA;NA;NA;2,09090909090909
110248;20150320,00;20170930;20190731;23; 31;1099523,60;0,00;0;1,000000000000000000000000;0,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;1,50000000000000
111374;20150505,00;20180731;20190731;13; 39;13134726,77;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
112290;20150611,00;20171231;20190731;20; 31;12698561,01;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
112891;20150626,00;20180731;20190731;13; 38;3515900,85;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
114386;20150821,00;20180831;20190731;12; 37;13030298,04;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
115207;20150917,00;20180731;20190731;13; 35;4986761,61;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
117236;20151130,00;20181031;20190731;10; 36;130583,37;0,00;0;1,000000000000000000000000;1,0909090909090908283474164;NA;NA;NA;NA;NA;NA;NA;2,09090909090909
117468;20151209,00;20190430;20190731;4; 41;9336816,27;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
118300;20151215,00;20180731;20190731;13; 32;1666320,78;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
122028;20160428,00;20171231;20190731;20; 21;30238236,19;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
123012;20160527,00;20180731;20190731;13; 27;27231855,61;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
123102;20160527,00;20180930;20190731;11; 29;4322124,02;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
123579;20160615,00;20180731;20190731;13; 26;41924152,58;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
125093;20160722,00;20190630;20190731;2; 36;8208915,35;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
126840;20160822,00;20181231;20190731;8; 29;1561640,65;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
127289;20160908,00;20181231;20190731;8; 28;22192075,28;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
129057;20161020,00;20180731;20190731;13; 22;34707739,25;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
129187;20161025,00;20190630;20190731;2; 33;1248116,54;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
129563;20161028,00;20180731;20190731;13; 22;2254864,43;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
130943;20161130,00;20180930;20190731;11; 23;36587730,07;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
132245;20161223,00;20180731;20190731;13; 20;261171,96;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
133467;20170120,00;20180731;20190731;13; 19;33344862,45;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
134293;20170210,00;20190430;20190731;4; 27;8927686,04;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
134582;20170220,00;20180731;20190731;13; 18;23884434,25;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
138869;20170526,00;20190731;20190731;1; 27;7899489,12;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
139818;20170629,00;20180731;20190731;13; 14;29993363,94;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
140254;20170721,00;20180731;20190731;13; 13;9750562,81;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
140568;20170728,00;20180930;20190731;11; 15;44876529,92;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
141222;20170818,00;20180731;20190731;13; 12;44747131,31;0,00;0;1,000000000000000000000000;0,8571428571428570952761561;NA;NA;NA;NA;NA;NA;NA;1,85714285714286
141378;20170825,00;20180930;20190731;11; 14;29339073,06;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
141505;20170814,00;20181231;20190731;8; 17;563676,86;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
141541;20170825,00;20190331;20190731;5; 20;9659959,85;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
141944;20170912,00;20190331;20190731;5; 19;31060775,94;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
143258;20171013,00;20181231;20190731;8; 15;11952167,16;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
143574;20171020,00;20181130;20190731;9; 14;14530133,08;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
143620;20171030,00;20181130;20190731;9; 14;15142258,53;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
143754;20171101,00;20190228;20190731;6; 16;32536796,59;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
144228;20171117,00;20190531;20190731;3; 19;27006941,88;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
