credito;Fecha_desembolso;fecha_inicio_p70;fecha_vigencia;Duracion_p70;Duracion_p10;Saldo_capital_inicial;Saldo_capital_final;dias_mora_actual;prop_recuperado;tasa_recuperacion_anual;saldo_capital;tipo_producto;valor_pago_ttl_canc;LTV;valor_garantia_final;libre_inversion_o_vehicular;marca_refi_restru;garantia_anterior;LTV_ant;Valoracion_pd
149098;20180402,00;20190831;20230630;47; 17;36643502,14;0,00;0;1,000000000000000000000000;0,2500000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,25000000000000
150024;20180430,00;20220228;20230630;17; 47;23160866,09;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
151060;20180521,00;20210430;20230630;27; 36;12069455,95;0,00;0;1,000000000000000000000000;0,4285714285714285476380780;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,42857142857143
151318;20180531,00;20210531;20230630;26; 37;45891326,29;0,00;0;1,000000000000000000000000;0,4444444444444444197728217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,44444444444444
151808;20180621,00;20220228;20230630;17; 45;18635851,10;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
151858;20180622,00;20211231;20230630;19; 43;63471039,66;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
152227;20180622,00;20200731;20230630;36; 26;30648744,47;0,00;0;1,000000000000000000000000;0,3243243243243243423279409;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,32432432432432
153792;20180815,00;20230531;20230630;2; 58;1983259,97;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
153963;20180821,00;20211130;20230630;20; 40;14844712,07;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
154177;20180815,00;20191231;20230630;43; 17;29586228,01;0,00;0;1,000000000000000000000000;0,2727272727272727070868541;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,27272727272727
154221;20180828,00;20210531;20230630;26; 34;32932490,36;0,00;0;1,000000000000000000000000;0,4444444444444444197728217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,44444444444444
155379;20180921,00;20230531;20230630;2; 57;857252,63;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
156693;20181005,00;20230531;20230630;2; 56;13734944,56;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
156807;20180921,00;20200531;20230630;38; 20;44282190,98;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
157314;20181102,00;20211130;20230630;20; 37;14828265,15;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
157834;20181122,00;20220228;20230630;17; 40;13977388,51;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
157942;20181119,00;20210630;20230630;25; 32;17022227,80;0,00;0;1,000000000000000000000000;0,4615384615384615640820698;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,46153846153846
158020;20181126,00;20211130;20230630;20; 37;34680108,57;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
160787;20190102,00;20230430;20230630;3; 52;37928967,04;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
160912;20190105,00;20220228;20230630;17; 38;2668372,35;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
161918;20190121,00;20211231;20230630;19; 36;25915422,07;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
162870;20190226,00;20230531;20230630;2; 52;16051309,83;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
162977;20190228,00;20210531;20230630;26; 28;18080900,17;0,00;0;1,000000000000000000000000;0,4444444444444444197728217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,44444444444444
163033;20190222,00;20221231;20230630;7; 47;1990094,72;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
163356;20190307,00;20211231;20230630;19; 34;40956833,92;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
164652;20190325,00;20230531;20230630;2; 50;17349207,23;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
164803;20190409,00;20211031;20230630;21; 31;29021811,82;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
165183;20190401,00;20200731;20230630;36; 16;5516215,66;0,00;0;1,000000000000000000000000;0,3243243243243243423279409;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,32432432432432
166045;20190507,00;20210531;20230630;26; 25;24553545,40;0,00;0;1,000000000000000000000000;0,4444444444444444197728217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,44444444444444
166239;20190513,00;20220228;20230630;17; 34;14685741,58;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
168203;20190617,00;20230531;20230630;2; 48;24231507,62;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
168573;20190628,00;20201231;20230630;31; 18;19465139,33;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
168584;20190703,00;20210228;20230630;29; 20;3678620,45;0,00;0;1,000000000000000000000000;0,4000000000000000222044605;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,40000000000000
168602;20190702,00;20210228;20230630;29; 20;998217,08;0,00;0;1,000000000000000000000000;0,4000000000000000222044605;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,40000000000000
169689;20190724,00;20211031;20230630;21; 28;33730188,96;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
169844;20190729,00;20210531;20230630;26; 23;49150698,60;0,00;0;1,000000000000000000000000;0,4444444444444444197728217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,44444444444444
170978;20190828,00;20230531;20230630;2; 46;18253029,01;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
171249;20190828,00;20210531;20230630;26; 22;39670630,01;0,00;0;1,000000000000000000000000;0,4444444444444444197728217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,44444444444444
171411;20190902,00;20230228;20230630;5; 42;6551689,00;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
172396;20190816,00;20220228;20230630;17; 30;13624405,61;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
172517;20190926,00;20200630;20230630;37; 10;16766799,48;0,00;0;1,000000000000000000000000;0,3157894736842105087859522;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,31578947368421
173414;20191017,00;20211031;20230630;21; 25;40540197,32;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
173462;20191018,00;20230531;20230630;2; 44;16395462,41;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
173506;20191011,00;20221231;20230630;7; 39;17970044,47;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
173776;20191016,00;20211031;20230630;21; 25;17429467,01;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
173779;20191025,00;20210331;20230630;28; 18;30735168,38;0,00;0;1,000000000000000000000000;0,4137931034482758563264326;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,41379310344828
173911;20191028,00;20230531;20230630;2; 44;16626509,96;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
174520;20191107,00;20200930;20230630;34; 11;36633686,00;0,00;0;1,000000000000000000000000;0,3428571428571428603149229;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,34285714285714
174735;20191114,00;20221231;20230630;7; 38;43397277,57;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
175071;20191122,00;20210430;20230630;27; 18;9537110,10;0,00;0;1,000000000000000000000000;0,4285714285714285476380780;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,42857142857143
175884;20191203,00;20220228;20230630;17; 27;10006191,04;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
176561;20191122,00;20210331;20230630;28; 16;24273550,45;0,00;0;1,000000000000000000000000;0,4137931034482758563264326;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,41379310344828
177978;20200116,00;20201231;20230630;31; 12;29106549,34;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
178212;20200120,00;20211231;20230630;19; 24;15577335,27;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
179052;20200212,00;20230531;20230630;2; 40;50854278,12;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
179675;20200227,00;20220228;20230630;17; 25;647707,93;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
179676;20200227,00;20210531;20230630;26; 16;42195316,39;0,00;0;1,000000000000000000000000;0,4444444444444444197728217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,44444444444444
179734;20200220,00;20210630;20230630;25; 17;22889612,07;0,00;0;1,000000000000000000000000;0,4615384615384615640820698;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,46153846153846
180040;20200303,00;20211130;20230630;20; 21;25277977,13;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
180750;20200327,00;20211130;20230630;20; 21;19823636,72;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
181323;20200616,00;20220228;20230630;17; 21;34695832,23;0,00;0;1,000000000000000000000000;0,6666666666666666296592325;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,66666666666667
181378;20200619,00;20221231;20230630;7; 31;66494946,04;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
182630;20200904,00;20230531;20230630;2; 33;16572958,19;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
182967;20200914,00;20221130;20230630;8; 27;9774753,27;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
183673;20201016,00;20230630;20230630;1; 33;60464392,38;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
185850;20201221,00;20220430;20230630;15; 17;23993282,46;0,00;0;1,000000000000000000000000;0,7500000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,75000000000000
187784;20210224,00;20230531;20230630;2; 28;27827879,22;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
189287;20210331,00;20230331;20230630;4; 25;20523347,41;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
190146;20210426,00;20221031;20230630;9; 19;6797368,80;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
190656;20210503,00;20211231;20230630;19;  8;7510449,35;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
190773;20210505,00;20221231;20230630;7; 20;2923021,25;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
190835;20210510,00;20230531;20230630;2; 25;2022317,99;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
190838;20210510,00;20230531;20230630;2; 25;1156968,52;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
190910;20210511,00;20221231;20230630;7; 20;3357868,20;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
191835;20210604,00;20221231;20230630;7; 19;66924707,77;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
192648;20210618,00;20221130;20230630;8; 18;29307494,01;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
194277;20210729,00;20230228;20230630;5; 20;7522850,91;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
195450;20210824,00;20230228;20230630;5; 19;990634,29;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
195709;20210827,00;20221231;20230630;7; 17;7267888,82;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
196458;20210910,00;20230630;20230630;1; 22;5975675,29;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
197195;20210914,00;20230331;20230630;4; 19;7869586,58;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
198827;20211027,00;20221231;20230630;7; 15;4595516,95;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
198997;20211025,00;20230531;20230630;2; 20;22727113,48;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
199546;20211111,00;20230531;20230630;2; 19;7023264,64;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
200055;20211122,00;20230228;20230630;5; 16;8475246,14;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
201529;20211106,00;20230531;20230630;2; 18;9179166,56;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
202066;20211221,00;20221231;20230630;7; 13;7914998,19;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
202785;20211222,00;20230531;20230630;2; 18;43775780,97;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
203596;20220120,00;20230430;20230630;3; 16;29744362,39;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
204170;20220121,00;20220930;20230630;10;  9;12228225,00;0,00;0;1,000000000000000000000000;1,0909090909090908283474164;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,09090909090909
204428;20220203,00;20230531;20230630;2; 16;6573671,05;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
205071;20220221,00;20221231;20230630;7; 11;7497368,90;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
205339;20220217,00;20230228;20230630;5; 13;34043024,55;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
206698;20220325,00;20230228;20230630;5; 12;440251,77;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
206788;20220314,00;20221231;20230630;7; 10;31408106,26;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
207265;20220331,00;20230430;20230630;3; 14;1898134,67;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
208082;20220422,00;20230430;20230630;3; 13;977803,46;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
208776;20220425,00;20221231;20230630;7;  8;870000,00;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
209347;20220429,00;20230531;20230630;2; 13;18192502,07;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
210009;20220509,00;20221231;20230630;7;  8;42184698,00;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
210131;20220525,00;20221231;20230630;7;  8;788020,13;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
210709;20220608,00;20230630;20230630;1; 13;2604541,82;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
211401;20220428,00;20221231;20230630;7;  7;91410836,00;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
211451;20220629,00;20230630;20230630;1; 13;116310,00;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
211842;20220622,00;20230531;20230630;2; 12;14890317,14;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
212253;20220715,00;20221031;20230630;9;  4;2185100,00;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
214075;20220825,00;20230531;20230630;2; 10;2220006,63;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
216281;20220708,00;20230531;20230630;2;  7;37580360,64;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
216317;20221018,00;20230531;20230630;2;  7;27840804,00;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
217954;20221212,00;20230531;20230630;2;  6;43076343,00;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
48285;20071129,00;20171231;20230731;68;109;46550339,00;46550339,00;999;0,000000000000000000000000;0,0000000000000000000000000;46550339;71;286615874;NA;NA;NA;NA;NA;NA;1,00000000000000
65841;20100809,00;20171231;20230731;68; 89;1103607,28;0,00;0;1,000000000000000000000000;0,1739130434782608647381608;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,17391304347826
65939;20100812,00;20171231;20230731;68; 89;26173924,46;26173924,46;999;0,000000000000000000000000;0,0000000000000000000000000;26173924;71;134685587;NA;NA;NA;NA;NA;NA;1,00000000000000
72250;20110519,00;20171231;20230731;68; 80;18030018,07;18030018,07;999;0,000000000000000000000000;0,0000000000000000000000000;18030018;71;95598667;NA;NA;NA;NA;NA;NA;1,00000000000000
80931;20120419,00;20171231;20230731;68; 69;20162024,02;20162024,02;999;0,000000000000000000000000;0,0000000000000000000000000;20162024;71;112678654;NA;NA;NA;NA;NA;NA;1,00000000000000
90026;20130412,00;20171231;20230731;68; 56;42680570,62;42680570,62;999;0,000000000000000000000000;0,0000000000000000000000000;42680570;71;180400423;NA;NA;NA;NA;NA;NA;1,00000000000000
92353;20130806,00;20171231;20230731;68; 53;6467333,47;6467333,47;999;0,000000000000000000000000;0,0000000000000000000000000;6467333;71;38576240;NA;NA;NA;NA;NA;NA;1,00000000000000
92793;20130827,00;20171231;20230731;68; 53;32631091,37;32631091,37;999;0,000000000000000000000000;0,0000000000000000000000000;32631091;71;161503234;NA;NA;NA;NA;NA;NA;1,00000000000000
94786;20131030,00;20170930;20230731;71; 48;47043396,82;47043396,82;999;0,000000000000000000000000;0,0000000000000000000000000;47043396;71;208935910;NA;NA;NA;NA;NA;NA;1,00000000000000
95494;20131129,00;20170930;20230731;71; 47;39197456,11;39197456,11;999;0,000000000000000000000000;0,0000000000000000000000000;39197456;71;178893609;NA;NA;NA;NA;NA;NA;1,00000000000000
96658;20140113,00;20170930;20230731;71; 45;39579376,15;0,00;0;1,000000000000000000000000;0,1666666666666666574148081;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16666666666667
102265;20140814,00;20170930;20230731;71; 38;51011482,36;51011482,36;999;0,000000000000000000000000;0,0000000000000000000000000;51011482;71;234235192;NA;NA;NA;NA;NA;NA;1,00000000000000
104665;20141016,00;20170930;20230731;71; 36;37799465,36;37799465,36;999;0,000000000000000000000000;0,0000000000000000000000000;37799465;71;156794677;NA;NA;NA;NA;NA;NA;1,00000000000000
105025;20141015,00;20171231;20230731;68; 39;69827117,62;69827117,62;999;0,000000000000000000000000;0,0000000000000000000000000;69827117;71;347657942;NA;NA;NA;NA;NA;NA;1,00000000000000
108759;20150126,00;20171231;20230731;68; 36;10255282,70;0,00;0;1,000000000000000000000000;0,1739130434782608647381608;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,17391304347826
108769;20150130,00;20171231;20230731;68; 36;36574399,01;36574399,01;999;0,000000000000000000000000;0,0000000000000000000000000;36574399;71;154652516;NA;NA;NA;NA;NA;NA;1,00000000000000
113674;20150729,00;20171231;20230731;68; 30;35848695,43;35848695,43;999;0,000000000000000000000000;0,0000000000000000000000000;35848695;71;156766591;NA;NA;NA;NA;NA;NA;1,00000000000000
114195;20150814,00;20171231;20230731;68; 29;35430595,17;35430595,17;999;0,000000000000000000000000;0,0000000000000000000000000;35430595;71;146798128;NA;NA;NA;NA;NA;NA;1,00000000000000
116082;20151016,00;20220228;20230731;18; 77;2601876,27;0,00;0;1,000000000000000000000000;0,6315789473684210175719045;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,63157894736842
117196;20151127,00;20180731;20230731;61; 33;45319139,81;0,00;0;1,000000000000000000000000;0,1935483870967741881763402;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19354838709677
118918;20160125,00;20180731;20230731;61; 31;15991334,27;0,00;0;1,000000000000000000000000;0,1935483870967741881763402;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19354838709677
119951;20160226,00;20180731;20230731;61; 30;37623237,93;0,00;0;1,000000000000000000000000;0,1935483870967741881763402;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19354838709677
119990;20160229,00;20180731;20230731;61; 30;43966302,88;43966302,88;999;0,000000000000000000000000;0,0000000000000000000000000;43966302;71;179694342;NA;NA;NA;NA;NA;NA;1,00000000000000
120761;20160322,00;20170930;20230731;71; 19;45071517,58;45071517,58;999;0,000000000000000000000000;0,0000000000000000000000000;45071517;71;182219152;NA;NA;NA;NA;NA;NA;1,00000000000000
121031;20160323,00;20190831;20230731;48; 42;1601335,29;0,00;0;1,000000000000000000000000;0,2448979591836734637233519;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,24489795918367
121258;20160408,00;20171231;20230731;68; 21;18322173,80;18322173,80;999;0,000000000000000000000000;0,0000000000000000000000000;18322173;71;80714011;NA;NA;NA;NA;NA;NA;1,00000000000000
121818;20160426,00;20180731;20230731;61; 28;75462731,57;75462731,57;999;0,000000000000000000000000;0,0000000000000000000000000;75462731;71;327487023;NA;NA;NA;NA;NA;NA;1,00000000000000
124082;20160626,00;20180731;20230731;61; 26;46526459,92;46526459,92;999;0,000000000000000000000000;0,0000000000000000000000000;46526459;71;168154232;NA;NA;NA;NA;NA;NA;1,00000000000000
125458;20160726,00;20180831;20230731;60; 26;37028224,75;37028224,75;999;0,000000000000000000000000;0,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,00000000000000
125935;20160809,00;20171231;20230731;68; 17;35200000,00;35200000,00;999;0,000000000000000000000000;0,0000000000000000000000000;35200000;71;154785602;NA;NA;NA;NA;NA;NA;1,00000000000000
125993;20160810,00;20180731;20230731;61; 24;42473823,56;42473823,56;999;0,000000000000000000000000;0,0000000000000000000000000;42473823;71;171315855;NA;NA;NA;NA;NA;NA;1,00000000000000
126198;20160817,00;20180731;20230731;61; 24;35732783,01;35732783,01;999;0,000000000000000000000000;0,0000000000000000000000000;35732783;71;139157212;NA;NA;NA;NA;NA;NA;1,00000000000000
126836;20160831,00;20180731;20230731;61; 24;21195237,19;0,00;0;1,000000000000000000000000;0,1935483870967741881763402;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19354838709677
129229;20161025,00;20180731;20230731;61; 22;37890837,98;37890837,98;999;0,000000000000000000000000;0,0000000000000000000000000;37890837;71;152421073;NA;NA;NA;NA;NA;NA;1,00000000000000
129307;20161026,00;20180731;20230731;61; 22;28533167,69;0,00;0;1,000000000000000000000000;0,1935483870967741881763402;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19354838709677
129809;20161109,00;20180731;20230731;61; 21;68520098,57;68520098,57;999;0,000000000000000000000000;0,0000000000000000000000000;68520098;71;270358592;NA;NA;NA;NA;NA;NA;1,00000000000000
130027;20161115,00;20230531;20230731;3; 79;6899256,23;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
130663;20161122,00;20180731;20230731;61; 21;61561719,82;0,00;0;1,000000000000000000000000;0,1935483870967741881763402;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19354838709677
130808;20161129,00;20180731;20230731;61; 21;52100418,61;52100418,61;999;0,000000000000000000000000;0,0000000000000000000000000;52100418;71;204523153;NA;NA;NA;NA;NA;NA;1,00000000000000
